user_id,spend_month,age,gender,region,total_spend,CAT1_교통,CAT1_쇼핑,CAT1_식품,CAT1_교육/문화,CAT1_생활/주거,CAT1_레저/여행,CAT1_자기계발,CAT1_기타 지출,CAT2_대중교통,CAT2_자가용/연료,CAT2_택시/대리,CAT2_항공/기차,CAT2_의류,CAT2_잡화/뷰티,CAT2_명품/쥬얼리,CAT2_전자제품,CAT2_외식/배달,CAT2_가정식/식재료,CAT2_주점/유흥,CAT2_커피/음료,CAT2_사교육/학원,CAT2_도서/음반,CAT2_문화생활/취미,CAT2_온라인강의,CAT2_공과금/통신,CAT2_병원/약국,CAT2_인테리어/가구,CAT2_보험/금융,CAT2_국내여행/숙박,CAT2_해외여행/항공,CAT2_레포츠/취미,CAT2_기타 여가,CAT2_자격증/어학,CAT2_운동/피트니스,CAT2_온라인 구독,CAT2_도구/재료 구매,CAT2_현금서비스,CAT2_경조사/기부,CAT2_해외 직구,CAT2_금융 수수료,cluster
UID_0052,0,41,F,전북,187,27,11,30,24,24,22,22,22,3,10,5,7,2,3,2,4,2,3,16,8,3,9,6,5,8,9,0,6,5,3,6,6,10,5,4,1,5,7,3,5,1
UID_0053,0,20,M,세종,180,29,22,18,14,33,21,24,15,10,1,7,9,10,4,3,3,8,1,5,3,0,4,6,3,2,9,12,9,6,4,4,4,7,9,6,1,4,5,3,2,1
UID_0053,0,20,M,세종,63,17,3,1,6,8,5,10,8,8,3,2,3,0,1,2,0,0,0,0,0,1,0,2,2,2,0,3,1,0,1,2,1,2,4,2,0,4,2,0,1,0
UID_0053,0,20,M,세종,25,0,4,0,2,0,9,4,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,1,0,2,0,0,0,0,0,0
UID_0053,0,20,M,세종,79,11,5,10,10,8,11,8,11,5,1,2,2,2,1,1,1,2,1,3,2,1,0,2,5,2,1,0,4,4,1,2,2,3,0,1,2,1,2,3,3,0
UID_0053,0,20,M,세종,189,20,19,14,33,27,27,26,19,9,4,4,3,8,6,2,2,3,1,6,1,4,9,11,8,4,4,14,4,3,8,8,6,7,4,3,11,8,3,3,3,1
UID_0053,0,20,M,세종,38,3,4,3,7,5,3,3,6,1,0,0,0,1,0,1,0,0,0,0,0,1,2,1,2,1,2,0,1,0,0,1,0,1,1,0,0,1,1,2,1,0
UID_0053,0,20,M,세종,57,8,10,5,8,7,4,5,5,4,1,1,0,2,1,3,2,0,1,4,0,3,0,1,3,0,4,1,0,1,1,0,0,0,2,1,1,2,0,1,0,0
UID_0053,0,20,M,세종,34,5,4,3,3,5,3,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,2,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
UID_0053,0,20,M,세종,131,18,17,23,11,15,23,7,14,6,4,4,4,7,2,1,5,4,5,6,7,1,3,2,3,7,3,1,2,4,2,9,5,1,1,2,2,2,4,4,3,1
UID_0053,0,20,M,세종,131,17,14,10,21,6,11,26,21,4,5,3,3,5,2,2,4,1,2,5,1,1,5,0,14,0,1,1,2,3,3,1,2,8,2,7,7,4,5,5,6,1
UID_0053,0,20,M,세종,73,11,8,4,6,8,9,19,5,4,2,2,1,1,3,2,1,0,1,0,1,1,1,2,0,2,3,1,0,0,4,1,2,4,7,1,6,1,0,1,1,0
UID_0053,0,20,M,세종,11,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UID_0053,0,20,M,세종,175,20,16,16,36,27,33,15,8,5,4,6,3,4,3,4,4,6,6,3,0,4,3,10,17,14,6,2,3,5,5,7,15,8,1,2,3,1,3,2,1,1
UID_0053,0,20,M,세종,73,10,10,8,10,5,8,8,10,3,2,2,1,3,1,3,1,2,1,2,2,1,1,3,3,1,1,0,1,1,1,3,2,0,1,1,3,3,3,1,2,0
UID_0053,0,20,M,세종,107,14,13,15,3,12,16,14,16,6,1,3,2,4,2,4,1,2,2,5,5,0,1,1,1,1,3,3,3,4,3,6,2,4,1,5,3,1,7,6,1,0
UID_0053,0,20,M,세종,180,26,21,13,17,24,26,26,24,12,3,6,3,4,4,8,3,1,1,8,1,3,0,2,10,4,9,6,4,13,2,9,1,9,3,5,7,5,7,7,3,1
UID_0053,0,20,M,세종,190,11,25,31,28,17,17,32,23,4,0,3,2,9,5,9,1,4,4,16,6,7,4,7,8,3,6,6,0,3,4,3,6,4,8,11,7,9,4,2,7,1
UID_0053,0,20,M,세종,173,17,19,24,16,28,31,15,19,7,3,3,2,8,4,2,4,2,9,9,3,3,4,2,5,3,7,8,8,10,6,8,6,5,1,3,5,3,4,5,5,1
UID_0053,0,20,M,세종,99,11,23,5,16,9,6,14,9,7,1,1,2,6,3,10,2,0,0,1,2,4,1,4,6,1,2,3,1,2,1,1,1,5,1,4,3,2,3,1,2,0
UID_0053,0,20,M,세종,15,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UID_0053,0,20,M,세종,38,2,3,1,0,0,7,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,4,3,7,0,0,0,0,0
UID_0053,0,20,M,세종,51,4,6,1,2,4,5,10,15,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,2,2,3,1,4,3,6,0
UID_0053,0,20,M,세종,156,17,26,19,20,32,15,9,14,4,7,5,0,7,10,2,5,4,3,8,2,2,3,6,7,8,10,9,3,6,3,1,5,1,2,3,2,3,4,3,3,1
UID_0054,0,20,M,충북,179,20,17,15,19,38,23,25,17,6,5,6,2,8,2,4,2,2,4,2,5,3,6,2,7,18,6,5,7,13,6,1,1,4,8,8,3,4,5,3,3,1
UID_0054,0,20,M,충북,99,0,1,27,12,9,21,16,9,0,0,0,0,0,0,0,0,3,12,9,2,0,2,2,7,1,3,4,0,4,6,5,4,2,1,8,3,1,2,2,3,0
UID_0054,0,20,M,충북,166,14,22,35,21,29,11,8,22,1,6,5,0,10,3,2,5,9,6,15,3,3,4,11,3,12,0,14,2,3,2,2,3,1,1,3,1,4,6,8,2,1
UID_0054,0,20,M,충북,95,11,10,10,16,16,3,9,17,2,3,2,2,2,1,4,2,1,2,3,3,2,2,1,9,3,6,3,1,0,0,0,1,4,1,1,1,3,5,3,5,0
UID_0054,0,20,M,충북,101,13,22,13,8,9,10,15,6,4,4,2,2,11,6,0,4,1,1,6,3,0,1,2,3,1,2,2,2,1,3,3,2,4,3,3,3,1,2,1,1,0
UID_0054,0,20,M,충북,128,6,16,17,23,20,14,16,13,2,0,0,2,4,5,2,3,5,3,5,2,2,2,6,11,6,6,3,3,3,4,3,3,6,3,2,3,3,2,4,2,1
UID_0054,0,20,M,충북,11,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UID_0054,0,20,M,충북,14,3,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UID_0054,0,20,M,충북,102,12,12,8,14,16,17,13,6,6,1,1,2,4,4,2,2,2,0,3,2,1,2,5,4,2,2,4,6,4,4,3,4,4,1,3,4,2,1,0,1,0
UID_0054,0,20,M,충북,142,23,15,11,12,12,18,34,13,12,7,1,2,4,6,0,4,2,2,3,3,1,1,5,3,3,2,1,4,4,2,8,3,12,12,2,7,2,4,3,3,1
UID_0054,0,20,M,충북,53,7,9,8,5,4,4,7,5,3,1,1,1,5,3,0,0,2,2,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,2,1,2,1,2,0,1,0
UID_0054,0,20,M,충북,53,5,5,11,6,8,4,6,4,2,1,0,1,2,1,0,1,1,2,5,2,0,0,4,1,1,3,2,1,0,0,1,1,2,1,1,1,0,1,0,1,0
UID_0054,0,20,M,충북,77,8,11,5,15,13,10,4,7,3,1,1,2,3,3,1,1,1,0,0,2,2,4,1,6,4,0,5,3,2,0,3,3,1,0,0,1,2,0,3,1,0
UID_0054,0,20,M,충북,152,16,26,52,24,1,3,13,13,6,3,1,4,9,6,7,4,5,10,32,3,1,1,7,13,0,0,0,0,1,0,0,0,3,1,3,4,4,0,0,7,1
UID_0054,0,20,M,충북,144,4,19,21,15,20,21,28,12,1,1,1,0,2,4,6,5,2,6,5,7,1,1,12,0,4,5,6,4,7,2,7,4,5,10,9,3,3,1,2,4,1
UID_0054,0,20,M,충북,34,3,5,7,4,2,2,3,3,1,0,0,0,3,0,0,0,1,2,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0
UID_0054,0,20,M,충북,115,16,1,21,11,22,31,0,8,7,2,4,2,0,0,0,0,2,9,3,5,3,3,3,1,9,3,2,5,12,5,9,3,0,0,0,0,0,2,0,5,0
UID_0055,0,44,M,광주,291,29,52,34,29,47,26,42,26,13,7,5,3,8,12,23,8,5,4,14,10,8,8,5,7,12,7,11,16,4,3,9,9,10,3,12,15,8,5,5,6,2
UID_0055,0,44,M,광주,127,21,16,14,8,19,13,14,18,6,7,2,4,5,1,6,4,5,3,2,2,3,1,1,1,1,5,1,11,2,2,1,6,7,4,1,1,5,7,1,3,1
UID_0055,0,44,M,광주,338,157,2,29,29,16,63,18,20,61,42,23,29,0,0,0,0,10,4,8,6,17,4,4,3,5,3,2,5,33,12,10,6,5,2,6,4,11,2,4,1,2
UID_0055,0,44,M,광주,121,16,15,15,14,14,18,14,10,7,0,3,5,5,2,3,4,4,4,2,4,5,3,3,2,5,3,1,4,7,3,5,1,2,1,4,5,3,4,0,2,1
UID_0055,0,44,M,광주,111,6,25,23,12,8,8,14,11,3,1,0,1,6,2,16,0,7,1,5,9,2,3,3,2,0,2,3,1,2,1,2,1,5,0,1,7,2,1,5,3,0
UID_0055,0,44,M,광주,356,32,48,40,51,42,42,38,60,6,4,9,12,17,13,9,8,6,0,21,11,9,10,25,6,16,7,7,10,13,7,6,15,9,8,8,12,26,16,8,8,2
UID_0055,0,44,M,광주,255,31,32,25,41,22,45,29,26,11,11,2,6,10,7,5,8,5,9,4,5,9,8,12,11,5,3,6,7,14,14,7,8,6,6,8,7,5,6,8,5,2
UID_0055,0,44,M,광주,270,36,28,21,32,44,39,30,35,6,12,9,8,4,6,4,12,12,0,4,3,3,7,8,12,8,15,12,8,12,14,1,11,9,9,2,9,8,5,9,11,2
UID_0055,0,44,M,광주,221,21,32,29,16,33,32,26,28,3,7,3,6,3,11,6,11,8,9,10,1,2,5,4,3,6,12,2,12,9,8,7,6,10,4,8,3,7,11,3,6,1
UID_0055,0,44,M,광주,73,16,4,8,5,9,11,6,9,4,1,4,6,0,0,1,1,3,1,1,1,1,2,1,1,3,2,1,1,2,1,3,3,0,0,1,3,2,1,4,2,0
UID_0055,0,44,M,광주,188,38,19,25,21,16,15,24,27,5,21,2,9,6,3,6,2,6,6,1,9,2,3,6,10,3,5,3,4,5,2,2,4,7,2,3,9,1,12,5,7,1
UID_0055,0,44,M,광주,63,12,2,14,13,0,2,0,17,0,5,2,2,0,0,0,0,3,2,2,7,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0
UID_0055,0,44,M,광주,302,70,141,1,8,24,1,28,25,11,23,13,21,58,36,29,17,0,0,0,0,0,3,2,1,5,9,5,4,0,0,0,0,9,2,10,6,12,4,4,3,2
UID_0055,0,44,M,광주,23,3,2,1,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0
UID_0056,0,48,F,대전,398,39,70,30,24,72,71,25,63,9,8,16,5,5,16,36,11,6,7,8,7,14,2,4,2,19,15,8,29,26,24,11,8,7,5,8,4,35,9,5,12,2
UID_0056,0,48,F,대전,128,15,15,12,18,19,20,14,10,3,2,6,2,3,4,3,3,5,1,3,2,3,5,4,4,2,5,5,6,4,5,4,7,1,6,2,3,2,3,1,2,1
UID_0056,0,48,F,대전,251,18,63,34,13,22,44,26,27,4,1,11,2,7,30,7,18,10,7,8,7,3,1,6,1,5,6,7,2,7,17,9,10,10,3,12,0,10,4,6,5,2
UID_0056,0,48,F,대전,238,22,24,17,52,32,36,32,20,3,3,5,10,6,9,2,5,2,7,1,4,13,10,19,8,5,6,10,10,3,8,6,16,6,12,6,7,1,0,13,4,1
UID_0056,0,48,F,대전,99,13,9,14,8,16,16,13,7,4,4,2,1,1,4,2,1,5,2,1,3,0,3,0,2,5,2,3,5,5,3,3,4,4,5,1,1,1,1,1,3,0
UID_0056,0,48,F,대전,343,36,42,50,43,27,59,35,48,5,8,7,15,7,18,8,7,15,7,10,17,8,9,8,17,1,9,15,0,3,10,4,41,5,3,12,13,16,2,12,17,2
UID_0056,0,48,F,대전,189,26,24,14,18,34,13,20,37,3,8,6,6,6,3,6,8,4,2,1,6,3,4,3,6,8,11,5,9,5,1,4,1,5,5,2,6,12,11,9,3,1
UID_0056,0,48,F,대전,12,3,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UID_0056,0,48,F,대전,70,31,0,1,22,6,6,0,0,6,13,8,2,0,0,0,0,0,0,0,0,6,1,7,6,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0
UID_0056,0,48,F,대전,380,61,74,19,59,49,47,30,37,18,23,3,16,24,13,4,31,6,3,5,3,26,18,9,4,14,8,9,16,9,13,10,13,13,2,5,9,19,6,4,7,2
UID_0056,0,48,F,대전,58,7,4,5,5,14,7,5,7,2,1,1,2,0,1,1,0,0,1,0,2,1,0,1,1,7,1,3,1,1,1,2,2,2,0,1,0,4,1,0,0,0
UID_0057,0,36,F,울산,36,6,6,3,3,5,2,5,3,1,1,0,2,0,3,0,1,0,1,0,0,0,0,0,1,0,1,2,0,0,1,0,0,2,0,0,1,0,0,0,1,0
UID_0057,0,36,F,울산,188,38,14,21,16,10,42,24,19,8,6,6,17,3,2,1,6,4,5,8,2,2,4,4,5,3,3,2,1,6,17,11,6,4,3,6,9,3,2,4,9,1
UID_0057,0,36,F,울산,246,25,34,33,38,36,16,42,18,11,3,6,4,22,6,2,3,6,6,5,14,18,8,7,3,10,9,7,9,4,4,3,4,15,8,9,9,3,3,6,4,1
UID_0057,0,36,F,울산,89,6,11,11,3,20,11,13,10,2,0,1,1,2,1,1,4,1,2,2,5,0,0,0,1,3,6,3,6,3,2,2,2,6,0,4,2,3,1,1,3,0
UID_0057,0,36,F,울산,223,23,35,20,12,15,31,65,17,3,5,11,3,2,11,9,12,10,5,0,3,6,1,0,3,2,1,4,7,5,6,10,10,9,19,15,21,7,1,2,5,1
UID_0057,0,36,F,울산,116,3,34,10,24,12,4,15,10,0,1,1,0,16,7,7,3,2,4,1,1,8,5,2,8,5,3,3,0,0,1,2,0,5,4,3,1,2,1,1,4,0
UID_0057,0,36,F,울산,183,41,25,12,25,18,16,21,21,8,2,13,16,4,6,5,8,1,2,4,3,5,8,7,3,7,5,4,1,1,6,1,6,3,6,6,5,4,1,7,8,1
UID_0057,0,36,F,울산,212,24,27,16,24,19,32,34,31,1,6,7,8,2,4,11,8,7,3,2,3,12,2,4,5,3,9,3,2,6,8,12,5,0,14,5,13,2,5,3,20,1
UID_0057,0,36,F,울산,245,17,41,20,49,52,28,17,18,3,7,3,3,4,9,15,11,5,5,2,7,8,10,14,15,8,10,23,9,5,1,14,7,2,3,7,4,4,4,4,5,1
UID_0057,0,36,F,울산,274,18,28,31,46,31,40,27,48,2,6,4,4,9,3,9,5,5,5,10,9,14,24,1,5,4,11,4,10,12,7,8,11,5,9,3,9,12,6,19,10,2
UID_0057,0,36,F,울산,241,54,26,22,27,24,14,27,43,17,5,8,23,1,3,8,12,4,7,5,4,6,10,6,3,8,4,6,4,3,3,2,5,6,2,12,7,3,13,17,8,1
UID_0057,0,36,F,울산,42,7,4,6,3,5,3,3,5,3,0,2,1,0,0,0,2,2,0,1,1,1,0,0,0,1,2,0,1,1,1,0,0,0,1,0,0,0,0,1,2,0
UID_0057,0,36,F,울산,269,17,151,2,2,63,9,18,2,5,3,4,3,23,41,55,31,0,0,0,0,0,0,0,0,11,25,15,11,1,2,2,2,5,3,7,2,0,0,0,0,2
UID_0057,0,36,F,울산,274,31,34,71,41,22,18,33,21,16,3,3,7,8,7,10,7,18,26,15,10,8,12,13,6,1,0,2,18,5,2,4,6,8,6,11,7,7,1,6,5,2
UID_0057,0,36,F,울산,47,6,7,5,5,4,5,9,2,2,0,1,2,3,1,1,0,2,0,0,1,0,1,2,0,1,1,0,0,1,2,1,0,4,3,0,1,0,0,0,0,0
UID_0057,0,36,F,울산,267,10,33,48,29,28,44,40,31,4,0,2,1,6,6,5,15,5,15,21,7,0,0,26,1,8,5,7,7,17,6,10,11,3,7,12,17,4,7,12,6,2
UID_0057,0,36,F,울산,101,9,11,10,12,6,15,15,20,3,1,3,1,1,5,2,1,3,3,2,1,2,1,1,6,2,2,1,0,2,2,3,6,0,1,10,2,2,7,5,5,0
UID_0057,0,36,F,울산,287,53,19,28,40,13,53,74,3,9,14,23,4,8,5,1,3,9,3,10,4,12,9,2,15,2,3,3,3,2,26,10,14,20,7,34,12,1,0,0,0,2
UID_0057,0,36,F,울산,59,6,7,8,6,6,8,8,6,1,2,0,1,1,2,1,2,3,1,2,0,1,1,0,2,1,0,2,2,0,4,1,2,4,1,1,1,1,0,2,1,0
UID_0057,0,36,F,울산,53,7,3,9,5,6,5,9,5,1,1,2,2,0,1,1,0,2,3,1,2,1,0,1,1,2,0,1,1,2,1,1,0,3,1,4,0,1,3,0,0,0
UID_0057,0,36,F,울산,153,50,4,10,8,6,65,6,1,10,10,15,14,2,0,2,0,0,3,2,3,1,2,3,1,1,1,1,1,11,5,31,17,1,0,1,2,0,0,0,0,1
UID_0057,0,36,F,울산,105,21,9,10,11,15,16,11,8,2,6,7,4,2,1,4,1,3,3,0,3,4,1,3,1,4,2,5,2,5,7,1,2,1,2,1,6,1,1,3,1,0
UID_0058,0,40,M,경기,278,22,44,35,69,22,28,30,23,2,2,14,3,11,13,9,10,0,10,23,1,15,11,27,16,6,5,1,8,5,6,5,10,10,8,4,7,8,6,0,8,2
UID_0058,0,40,M,경기,341,42,38,34,24,28,54,64,53,12,8,10,10,8,11,12,6,4,8,10,9,5,5,5,7,5,7,9,5,22,9,11,11,15,22,8,17,10,4,15,22,2
UID_0058,0,40,M,경기,112,22,9,7,16,9,14,21,12,9,8,1,3,0,0,6,1,0,2,0,3,2,4,1,7,1,5,1,0,1,6,3,2,3,3,3,10,2,4,2,2,0
UID_0058,0,40,M,경기,307,41,24,43,38,20,46,33,59,2,4,17,17,4,12,4,2,6,19,15,1,2,6,12,16,4,9,1,5,20,7,14,3,8,8,13,3,15,16,5,22,2
UID_0058,0,40,M,경기,322,44,5,69,70,35,52,30,13,26,7,6,4,1,0,1,1,19,8,24,18,24,11,15,18,16,9,2,6,18,10,5,17,7,7,5,9,3,2,6,1,2
UID_0059,0,34,F,인천,141,26,15,11,33,11,15,15,12,7,4,8,5,7,1,2,4,2,3,3,1,3,12,10,6,2,3,2,2,1,2,3,8,3,6,1,3,3,4,2,1,1
UID_0059,0,34,F,인천,157,28,17,20,10,17,7,26,30,7,5,4,10,5,4,1,6,4,1,9,5,2,3,2,2,7,1,1,6,1,2,1,1,6,2,3,13,3,10,15,0,1
UID_0059,0,34,F,인천,82,8,10,5,13,12,8,11,11,3,1,1,1,1,3,3,1,0,0,2,1,4,5,1,2,3,1,3,4,2,1,3,1,2,3,3,1,3,1,2,3,0
UID_0060,0,55,F,울산,108,11,16,8,15,13,15,10,15,5,1,3,1,2,1,2,9,0,3,3,1,1,1,1,12,2,1,4,4,1,3,4,5,1,1,3,3,3,10,0,1,0
UID_0060,0,55,F,울산,110,16,7,16,18,14,11,7,18,4,2,5,3,1,2,0,3,2,2,6,5,2,9,1,5,3,3,3,3,0,1,4,3,1,2,1,1,7,2,5,1,0
UID_0060,0,55,F,울산,272,24,30,55,40,37,23,25,35,4,4,7,7,10,8,7,3,6,17,21,10,9,15,7,7,15,10,5,5,3,7,4,7,9,4,4,6,11,10,4,8,2
UID_0060,0,55,F,울산,21,2,1,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
UID_0060,0,55,F,울산,158,22,15,15,12,28,23,24,15,3,8,5,5,1,5,4,3,8,2,2,1,3,1,0,6,2,8,3,14,7,3,8,3,2,6,6,9,2,4,7,1,1
UID_0060,0,55,F,울산,192,12,22,16,17,19,39,19,44,4,3,2,2,5,4,5,7,3,10,2,0,3,3,3,7,4,3,4,5,4,17,11,5,6,5,3,4,5,5,15,17,1
UID_0060,0,55,F,울산,71,5,11,10,8,10,3,10,11,1,1,2,0,1,4,2,2,0,2,2,4,0,0,1,6,3,1,3,1,1,1,0,0,2,3,0,3,1,1,4,3,0
UID_0060,0,55,F,울산,64,5,3,5,2,10,12,9,13,0,2,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,3,2,3,3,1,3,4,3,4,1,0,2,2,4,2,0
UID_0060,0,55,F,울산,84,8,6,16,1,15,10,5,19,3,1,1,1,1,1,1,1,0,6,3,5,0,0,0,0,3,5,4,1,4,2,0,2,0,0,0,4,3,8,3,3,0
UID_0060,0,55,F,울산,100,9,11,14,16,10,10,13,13,1,1,4,1,1,3,3,3,3,6,2,2,7,4,2,1,2,3,1,3,2,1,1,4,5,2,4,0,4,1,3,4,0
UID_0060,0,55,F,울산,376,80,40,34,44,22,67,50,34,17,15,20,28,6,5,6,22,3,13,9,7,10,0,25,7,4,1,4,12,30,6,3,28,9,17,9,13,15,7,4,6,2
UID_0060,0,55,F,울산,209,17,27,34,13,40,31,17,26,3,6,4,4,4,1,5,15,7,3,17,6,3,2,4,2,8,11,15,4,6,15,5,4,5,2,1,7,3,2,5,15,1
UID_0060,0,55,F,울산,255,39,31,30,28,36,31,42,14,10,7,13,8,7,3,13,7,5,7,7,9,6,11,4,6,8,15,5,7,3,5,9,12,13,10,13,5,3,1,4,4,2
UID_0060,0,55,F,울산,81,13,4,5,20,8,7,8,12,4,2,4,2,0,0,1,2,2,1,1,0,2,6,8,2,1,2,3,0,3,1,1,1,2,2,1,1,2,3,1,5,0
UID_0061,0,51,M,인천,54,6,8,5,7,4,6,8,6,1,2,1,1,1,2,3,2,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,0
UID_0061,0,51,M,인천,186,22,36,19,16,22,28,20,18,4,8,6,3,6,9,5,14,3,6,6,3,8,1,2,3,3,6,8,4,7,5,9,5,5,5,5,5,4,1,7,4,1
UID_0061,0,51,M,인천,264,30,33,53,30,19,32,44,18,4,13,4,7,9,4,11,8,7,15,9,20,7,13,1,8,4,2,4,8,6,4,6,15,10,9,12,12,4,4,4,4,2
UID_0061,0,51,M,인천,79,15,6,10,8,12,8,10,8,2,3,5,3,2,1,1,1,1,2,2,2,1,1,2,2,1,5,2,2,1,2,2,1,3,2,2,2,0,2,3,1,0
UID_0061,0,51,M,인천,103,7,17,14,11,16,9,7,18,1,1,2,1,2,5,5,4,6,3,1,3,1,3,4,1,1,6,4,3,2,2,4,1,3,1,1,0,4,2,4,6,0
UID_0061,0,51,M,인천,313,24,73,35,38,36,28,48,27,3,7,5,9,27,5,5,35,12,10,9,3,19,11,1,5,8,10,7,9,3,6,13,5,16,15,10,5,7,16,2,0,2
UID_0061,0,51,M,인천,118,14,13,22,7,14,10,15,20,4,4,2,2,6,1,1,3,3,7,5,5,0,1,1,4,3,5,4,1,2,2,4,1,5,1,6,1,4,4,2,8,1
UID_0061,0,51,M,인천,319,33,63,55,56,23,19,43,23,11,6,9,5,32,4,14,12,13,11,13,17,13,11,7,24,2,5,6,8,6,4,3,4,6,6,17,12,1,6,10,5,2
UID_0061,0,51,M,인천,18,1,2,4,0,1,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UID_0061,0,51,M,인천,257,34,20,24,44,30,27,29,45,11,9,9,4,6,3,6,3,8,5,5,5,14,13,8,7,0,3,2,23,9,2,4,10,15,0,1,11,6,7,23,8,2
UID_0061,0,51,M,인천,343,11,27,44,13,12,58,76,100,2,0,1,6,4,6,7,7,16,8,5,14,4,2,2,3,3,2,4,1,6,26,10,14,22,29,7,16,26,29,17,26,2
UID_0061,0,51,M,인천,172,30,29,27,18,20,17,10,17,12,3,4,10,8,9,5,6,12,4,7,2,4,6,4,2,4,5,5,5,8,3,2,2,2,2,2,2,1,5,4,6,1
UID_0061,0,51,M,인천,273,54,21,26,44,23,36,44,21,10,20,18,4,7,5,5,3,7,2,8,7,19,7,5,12,7,5,3,5,3,8,1,22,8,19,5,11,8,5,2,5,2
UID_0061,0,51,M,인천,50,8,9,7,1,4,6,3,7,4,0,1,1,2,3,1,1,1,0,3,1,0,0,0,0,2,0,1,0,1,1,2,1,1,0,0,0,1,2,2,1,0
UID_0061,0,51,M,인천,174,16,25,27,19,21,27,19,16,6,3,4,1,4,4,4,12,4,8,10,3,3,5,4,5,4,4,5,6,17,3,2,4,2,6,4,5,2,3,4,5,1
UID_0061,0,51,M,인천,411,52,42,37,75,42,34,78,48,6,23,5,17,11,8,10,12,19,5,8,3,11,14,32,16,8,14,6,13,7,10,9,6,9,42,16,10,6,6,10,23,2
UID_0061,0,51,M,인천,355,49,33,52,65,31,32,44,44,11,14,9,13,2,7,12,11,4,33,13,2,16,27,11,9,4,5,17,5,10,5,3,12,12,9,3,20,8,17,11,7,2
UID_0061,0,51,M,인천,163,19,32,20,13,16,28,18,14,6,4,5,4,9,2,8,11,5,4,5,4,2,4,3,3,3,1,5,5,5,2,14,5,3,2,4,7,0,5,3,4,1
UID_0061,0,51,M,인천,294,33,38,31,32,66,29,21,40,11,12,3,6,0,7,27,3,5,5,10,9,5,8,9,8,7,39,9,9,12,3,7,5,5,6,5,2,5,3,16,15,2
UID_0061,0,51,M,인천,282,17,27,39,49,37,56,34,20,3,5,3,4,10,3,9,2,6,11,11,9,8,17,18,3,2,9,16,8,23,10,8,13,8,8,10,7,4,4,8,1,2
UID_0061,0,51,M,인천,23,6,5,2,4,0,0,0,1,2,1,1,1,1,1,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UID_0061,0,51,M,인천,27,3,5,2,3,2,2,2,4,1,0,0,1,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
UID_0062,0,34,M,세종,300,43,42,17,48,29,36,30,50,12,10,7,13,2,15,17,7,6,3,4,4,10,11,11,15,15,2,4,7,12,1,10,11,10,11,0,8,11,16,8,14,2
UID_0062,0,34,M,세종,239,43,34,26,25,14,42,34,16,14,21,0,6,6,7,4,16,4,6,11,4,0,12,6,5,3,4,4,2,4,11,6,19,6,8,10,7,1,0,3,12,1
UID_0062,0,34,M,세종,138,24,17,22,14,16,16,7,19,3,10,7,3,3,3,4,6,4,3,5,9,2,4,1,5,5,7,2,2,1,9,2,1,2,1,2,1,8,3,3,3,1
UID_0062,0,34,M,세종,291,35,32,37,27,28,67,30,31,9,5,4,14,8,9,4,10,13,6,5,11,5,6,5,9,5,4,8,10,8,7,32,18,9,11,6,2,11,5,6,8,2
